ticket_id,account_id,created_at,status,priority,closed_at
1281,75,2025-10-11,solved,medium,2025-10-21
1282,34,2025-11-05,closed,urgent,2025-11-07
1283,38,2026-01-24,pending,medium,
1284,30,2026-03-10,pending,low,
1285,51,2026-03-10,open,low,
1286,72,2025-11-07,closed,medium,2025-11-13
1287,67,2025-12-05,pending,medium,
1288,63,2025-10-03,open,urgent,
1289,81,2025-11-28,open,high,
1290,43,2025-10-13,open,medium,
1291,9,2026-02-27,solved,low,2026-03-07
1292,84,2025-11-07,open,medium,
1293,20,2025-10-17,solved,low,2025-10-27
1294,68,2025-09-29,pending,medium,
1295,30,2025-10-24,solved,low,2025-11-05
1296,55,2026-02-17,closed,medium,2026-02-25
1297,32,2025-11-07,solved,low,2025-11-17
1298,25,2026-01-10,closed,medium,2026-01-17
1299,4,2025-11-22,solved,high,2025-11-25
1300,73,2025-12-17,closed,low,2025-12-24
1301,67,2025-10-13,pending,low,
1302,46,2026-01-25,solved,medium,2026-02-01
1303,117,2025-11-16,open,low,
1304,101,2025-11-22,closed,low,2025-11-30
1305,52,2025-09-15,open,medium,
1306,116,2026-02-11,solved,low,2026-02-24
1307,73,2025-12-16,closed,medium,2025-12-21
1308,61,2025-11-06,solved,medium,2025-11-08
1309,102,2025-10-06,closed,medium,2025-10-10
1310,105,2025-12-15,closed,low,2025-12-21
1311,41,2025-10-17,closed,urgent,2025-10-20
1312,73,2026-03-04,pending,low,
1313,102,2026-01-25,solved,low,2026-02-04
1314,2,2026-01-17,open,low,
1315,80,2025-10-16,solved,low,2025-10-25
1316,45,2026-01-25,solved,low,2026-02-03
1317,33,2025-12-29,pending,medium,
1318,22,2025-09-27,closed,high,2025-09-29
1319,29,2025-09-18,solved,low,2025-09-27
1320,45,2026-03-04,solved,high,2026-03-08
1321,62,2025-12-15,solved,medium,2025-12-21
1322,17,2025-11-04,open,low,
1323,84,2026-01-04,solved,low,2026-01-14
1324,69,2025-10-01,closed,high,2025-10-02
1325,115,2026-02-21,solved,medium,2026-02-28
1326,21,2026-01-19,solved,high,2026-01-19
1327,95,2025-10-18,solved,high,2025-10-21
1328,43,2025-10-02,closed,high,2025-10-07
1329,11,2026-03-04,open,low,
1330,70,2025-12-01,closed,high,2025-12-04
1331,85,2026-02-11,solved,medium,2026-02-17
1332,12,2025-10-20,solved,low,2025-10-30
1333,120,2025-09-14,solved,low,2025-09-25
1334,51,2025-11-06,pending,high,
1335,114,2026-01-20,closed,low,2026-01-29
1336,83,2025-10-30,closed,medium,2025-11-03
1337,88,2025-11-11,solved,high,2025-11-16
1338,69,2025-11-12,closed,low,2025-11-24
1339,110,2026-01-06,solved,medium,2026-01-10
1340,92,2025-10-28,closed,medium,2025-11-04
1341,38,2026-02-09,solved,medium,2026-02-15
1342,47,2026-01-21,open,medium,
1343,90,2026-03-08,open,low,
1344,80,2026-02-18,solved,medium,2026-02-24
1345,87,2026-01-06,solved,medium,2026-01-12
1346,69,2025-10-01,pending,medium,
1347,37,2026-01-09,solved,medium,2026-01-15
1348,27,2026-02-10,solved,high,2026-02-16
1349,67,2025-12-02,solved,low,2025-12-15
1350,27,2025-10-23,open,medium,
1351,105,2026-02-27,solved,medium,2026-03-04
1352,34,2026-03-09,closed,high,2026-03-11
1353,8,2025-12-08,closed,low,2025-12-15
1354,14,2026-02-11,solved,medium,2026-02-16
1355,92,2026-01-16,solved,medium,2026-01-22
1356,52,2026-01-31,solved,high,2026-02-03
1357,24,2025-10-16,closed,low,2025-10-26
1358,117,2025-10-12,closed,low,2025-10-22
1359,36,2026-02-10,open,high,
1360,115,2026-01-25,closed,medium,2026-01-31
1361,6,2026-02-06,open,high,
1362,88,2025-11-20,solved,high,2025-11-24
1363,79,2025-09-21,closed,low,2025-09-30
1364,75,2025-12-23,closed,urgent,2025-12-23
1365,19,2026-03-07,closed,urgent,2026-03-09
1366,89,2025-11-11,pending,low,
1367,59,2025-10-19,closed,low,2025-10-29
1368,31,2025-09-13,solved,medium,2025-09-20
1369,24,2026-01-10,solved,medium,2026-01-15
1370,27,2025-10-13,closed,high,2025-10-23
1371,39,2026-02-16,solved,urgent,2026-02-16
1372,4,2025-10-06,closed,urgent,2025-10-08
1373,37,2025-09-22,solved,low,2025-10-02
1374,86,2025-10-08,closed,medium,2025-10-13
1375,29,2025-10-06,pending,low,
1376,21,2026-02-11,open,low,
1377,103,2025-09-22,open,urgent,
1378,87,2026-01-27,solved,low,2026-02-05
1379,104,2025-12-07,solved,low,2025-12-13
1380,52,2025-10-21,closed,low,2025-10-30
1381,78,2025-12-23,closed,low,2026-01-05
1382,73,2026-02-27,solved,medium,2026-03-06
1383,92,2026-03-06,solved,high,2026-03-08
1384,75,2025-10-26,solved,high,2025-10-29
1385,23,2025-10-03,closed,low,2025-10-12
1386,7,2025-12-17,closed,high,2025-12-21
1387,40,2026-02-09,solved,high,2026-02-16
1388,113,2025-11-29,solved,low,2025-12-11
1389,17,2026-01-30,closed,high,2026-02-05
1390,93,2025-10-01,closed,medium,2025-10-10
1391,81,2025-09-15,solved,medium,2025-09-21
1392,88,2025-10-05,solved,high,2025-10-09
1393,7,2026-02-04,closed,urgent,2026-02-12
1394,22,2026-01-24,closed,medium,2026-01-29
1395,91,2025-11-15,closed,low,2025-11-24
1396,104,2025-09-27,pending,urgent,
1397,58,2025-09-24,closed,medium,2025-09-28
1398,45,2026-02-15,closed,urgent,2026-02-15
1399,52,2025-12-04,closed,medium,2025-12-10
1400,37,2025-10-01,closed,medium,2025-10-07
1401,56,2025-11-17,open,high,
1402,106,2025-11-06,solved,medium,2025-11-13
1403,109,2026-03-03,closed,high,2026-03-06
1404,101,2026-03-11,pending,high,
1405,76,2025-12-12,solved,high,2025-12-17
1406,48,2026-01-08,solved,low,2026-01-19
1407,3,2025-10-20,open,medium,
1408,55,2026-03-09,pending,low,
1409,12,2026-02-17,solved,medium,2026-02-22
1410,24,2025-09-19,solved,low,2025-09-27
1411,30,2025-09-14,pending,low,
1412,54,2026-03-10,open,medium,
1413,24,2025-09-30,closed,low,2025-10-09
1414,120,2025-09-23,pending,low,
1415,116,2026-02-24,solved,low,2026-03-07
1416,9,2026-01-20,closed,medium,2026-01-28
1417,50,2026-03-12,open,medium,
1418,30,2025-10-21,open,low,
1419,34,2026-03-03,closed,medium,2026-03-09
1420,10,2026-01-11,closed,low,2026-01-23
1421,99,2025-10-15,solved,high,2025-10-15
1422,113,2025-11-05,solved,medium,2025-11-11
1423,1,2025-11-08,pending,high,
1424,63,2025-11-28,solved,low,2025-12-07
1425,73,2025-10-03,open,high,
1426,70,2026-03-01,closed,low,2026-03-08
1427,12,2025-09-26,pending,low,
1428,32,2025-11-06,pending,medium,
1429,73,2026-03-06,open,medium,
1430,67,2025-10-18,open,medium,
1431,54,2026-01-07,solved,low,2026-01-15
1432,79,2026-03-10,pending,urgent,
1433,15,2026-02-18,solved,low,2026-03-02
1434,89,2026-01-06,solved,low,2026-01-12
1435,85,2026-01-17,closed,medium,2026-01-21
1436,92,2025-11-04,solved,low,2025-11-14
1437,56,2025-09-18,closed,low,2025-09-27
1438,36,2026-02-06,solved,low,2026-02-14
1439,43,2025-09-30,pending,urgent,
1440,107,2025-12-06,solved,low,2025-12-19
1441,102,2026-02-01,open,medium,
1442,102,2025-12-01,open,medium,
1443,21,2025-12-16,solved,medium,2025-12-23
1444,8,2026-01-15,solved,low,2026-01-27
1445,20,2026-01-13,solved,medium,2026-01-17
1446,31,2025-10-05,open,medium,
1447,83,2026-02-09,solved,urgent,2026-02-11
1448,23,2025-12-03,open,low,
1449,11,2025-10-03,pending,medium,
1450,5,2025-12-20,solved,urgent,2025-12-22
1451,2,2025-10-25,solved,medium,2025-10-31
1452,105,2025-12-10,closed,medium,2025-12-15
1453,45,2026-02-24,solved,low,2026-03-06
1454,73,2025-10-29,solved,high,2025-11-03
1455,97,2026-02-26,closed,medium,2026-03-06
1456,57,2026-01-14,open,low,
1457,86,2025-12-17,solved,high,2025-12-20
1458,48,2026-01-18,closed,urgent,2026-01-21
1459,95,2025-09-26,closed,high,2025-09-29
1460,114,2025-11-28,closed,urgent,2025-11-30
1461,32,2026-01-15,closed,low,2026-01-25
1462,91,2025-12-29,solved,medium,2026-01-02
1463,1,2025-11-25,solved,low,2025-12-02
1464,106,2025-10-30,closed,low,2025-11-13
1465,118,2026-01-08,solved,high,2026-01-10
1466,72,2025-11-15,open,low,
1467,118,2025-11-26,solved,low,2025-12-04
1468,16,2025-12-11,solved,low,2025-12-24
1469,27,2026-02-19,solved,high,2026-02-25
1470,66,2026-02-14,solved,medium,2026-02-22
1471,27,2025-12-13,solved,low,2025-12-22
1472,84,2025-12-25,solved,low,2026-01-05
1473,88,2026-01-21,open,low,
1474,88,2025-09-19,closed,medium,2025-10-01
1475,66,2025-10-24,solved,medium,2025-10-29
1476,5,2026-02-22,solved,medium,2026-03-03
1477,44,2026-01-02,solved,medium,2026-01-12
1478,74,2026-01-07,solved,low,2026-01-16
1479,76,2025-10-13,solved,low,2025-10-20
1480,16,2025-12-09,solved,low,2025-12-15
1481,46,2025-12-20,solved,medium,2025-12-25
1482,25,2025-09-17,open,low,
1483,38,2025-10-07,open,medium,
1484,61,2026-03-06,pending,low,
1485,50,2026-03-06,closed,medium,2026-03-12
1486,111,2026-01-18,solved,low,2026-01-26
1487,64,2026-01-25,solved,medium,2026-01-30
1488,19,2026-03-06,solved,high,2026-03-11
1489,102,2026-03-05,solved,medium,2026-03-10
1490,58,2026-03-02,pending,low,
1491,46,2025-11-22,solved,urgent,2025-11-26
1492,8,2026-01-01,solved,high,2026-01-04
1493,78,2026-03-08,solved,high,2026-03-09
1494,61,2025-12-17,solved,medium,2025-12-27
1495,84,2025-12-22,closed,medium,2025-12-29
1496,70,2025-10-22,solved,medium,2025-10-27
1497,39,2025-10-18,solved,low,2025-10-28
1498,75,2026-03-10,pending,low,
1499,43,2025-11-09,solved,medium,2025-11-18
1500,110,2026-03-11,open,low,
1501,17,2025-09-28,solved,medium,2025-10-03
1502,117,2025-11-22,closed,high,2025-11-25
1503,55,2026-02-13,closed,high,2026-02-15
1504,42,2026-03-01,closed,urgent,2026-03-02
1505,30,2026-02-11,open,low,
1506,65,2025-09-25,solved,medium,2025-09-29
1507,101,2026-02-01,pending,medium,
1508,48,2025-11-21,solved,medium,2025-11-28
1509,84,2025-12-05,closed,medium,2025-12-08
1510,92,2025-09-15,closed,medium,2025-09-20
1511,86,2025-10-21,closed,low,2025-10-30
1512,63,2026-01-13,pending,low,
1513,46,2025-10-03,solved,urgent,2025-10-09
1514,60,2026-01-03,pending,low,
1515,117,2025-12-06,pending,medium,
1516,117,2026-01-30,solved,medium,2026-02-04
1517,77,2026-03-05,solved,medium,2026-03-11
1518,50,2025-12-07,pending,medium,
1519,85,2026-02-12,open,high,
1520,33,2025-09-29,solved,low,2025-10-14
1521,83,2025-10-31,pending,medium,
1522,2,2026-02-27,solved,medium,2026-03-05
1523,24,2026-01-09,closed,urgent,2026-01-09
1524,40,2026-01-23,solved,medium,2026-01-30
1525,32,2026-03-07,open,high,
1526,117,2026-02-10,solved,medium,2026-02-16
1527,63,2025-11-22,solved,medium,2025-11-27
1528,24,2026-01-17,closed,medium,2026-01-22
1529,113,2025-12-22,solved,medium,2025-12-30
1530,114,2025-09-27,closed,urgent,2025-10-02
1531,96,2026-02-19,solved,medium,2026-02-27
1532,113,2026-03-02,closed,medium,2026-03-05
1533,50,2026-02-13,solved,low,2026-02-25
1534,40,2026-01-06,solved,low,2026-01-14
1535,72,2026-02-17,pending,high,
1536,29,2025-11-30,closed,urgent,2025-12-02
1537,35,2025-11-29,open,high,
1538,15,2026-02-11,open,medium,
1539,93,2025-10-14,solved,low,2025-10-25
1540,77,2026-03-08,open,high,
1541,25,2025-11-01,pending,high,
1542,2,2025-11-07,pending,medium,
1543,94,2025-11-10,solved,medium,2025-11-18
1544,119,2025-12-31,pending,medium,
1545,69,2025-10-16,open,medium,
1546,117,2025-10-24,solved,medium,2025-10-31
1547,81,2026-02-01,closed,medium,2026-02-04
1548,68,2026-03-03,pending,high,
1549,82,2025-12-23,solved,urgent,2025-12-23
1550,13,2026-01-28,open,medium,
1551,66,2026-02-21,pending,medium,
1552,36,2025-12-21,solved,medium,2025-12-29
1553,75,2025-11-03,solved,low,2025-11-13
1554,67,2025-12-11,solved,high,2025-12-18
1555,2,2025-11-29,solved,medium,2025-12-08
1556,85,2025-10-22,closed,medium,2025-10-27
1557,2,2026-02-20,closed,low,2026-02-25
1558,10,2025-12-09,open,urgent,
1559,106,2026-02-15,solved,high,2026-02-20
1560,61,2026-01-30,closed,low,2026-02-08
1561,105,2026-02-16,solved,medium,2026-02-25
1562,50,2026-03-03,open,high,
1563,106,2025-09-28,closed,high,2025-10-03
1564,13,2025-11-20,open,medium,
1565,34,2025-12-24,solved,medium,2025-12-30
1566,81,2026-01-03,solved,medium,2026-01-10
1567,108,2026-01-17,closed,medium,2026-01-24
1568,13,2025-10-17,solved,urgent,2025-10-18
1569,66,2026-02-28,open,low,
1570,61,2025-12-02,solved,low,2025-12-11
1571,35,2026-01-07,solved,high,2026-01-13
1572,9,2025-11-11,solved,medium,2025-11-16
1573,104,2025-10-02,solved,urgent,2025-10-02
1574,10,2026-01-05,pending,low,
1575,106,2026-02-17,solved,medium,2026-02-26
1576,14,2026-02-16,closed,medium,2026-02-23
1577,102,2025-09-16,solved,low,2025-09-23
1578,12,2026-02-21,open,low,
1579,4,2026-01-07,closed,medium,2026-01-15
1580,65,2025-11-10,closed,high,2025-11-13
1581,107,2026-01-29,solved,medium,2026-02-06
1582,107,2025-10-10,solved,urgent,2025-10-10
1583,47,2025-12-11,solved,low,2025-12-20
1584,99,2026-01-08,closed,low,2026-01-17
1585,30,2025-11-25,open,medium,
1586,90,2025-10-06,solved,medium,2025-10-12
1587,55,2026-03-12,open,urgent,
1588,39,2026-01-06,solved,medium,2026-01-14
1589,94,2025-10-06,closed,low,2025-10-14
1590,82,2025-12-16,closed,medium,2025-12-21
1591,84,2026-02-23,pending,high,
1592,46,2025-12-07,solved,low,2025-12-15
1593,116,2026-03-01,solved,medium,2026-03-06
1594,1,2026-01-07,closed,medium,2026-01-11
1595,108,2025-10-07,closed,urgent,2025-10-09
1596,120,2025-11-20,closed,urgent,2025-11-21
1597,107,2026-02-10,open,medium,
1598,112,2026-02-20,closed,medium,2026-02-28
1599,46,2026-01-19,pending,urgent,
1600,74,2026-02-09,closed,low,2026-02-20
1601,104,2025-11-19,open,low,
1602,120,2025-10-12,closed,high,2025-10-16
1603,7,2026-02-08,open,high,
1604,24,2025-10-31,closed,high,2025-11-03
1605,117,2025-11-29,solved,medium,2025-12-06
1606,17,2026-02-03,closed,high,2026-02-07
1607,77,2025-09-28,solved,medium,2025-10-04
1608,31,2026-03-08,closed,medium,2026-03-11
1609,96,2025-12-23,solved,low,2026-01-02
1610,97,2025-09-17,closed,low,2025-09-26
1611,117,2026-03-08,open,medium,
1612,83,2025-12-14,solved,high,2025-12-16
1613,36,2025-12-01,solved,medium,2025-12-06
1614,84,2025-09-25,closed,medium,2025-10-04
1615,88,2026-01-05,solved,urgent,2026-01-08
1616,43,2025-11-11,pending,medium,
1617,23,2025-09-14,solved,medium,2025-09-17
1618,58,2026-01-19,open,medium,
1619,52,2026-03-07,pending,low,
1620,39,2026-01-20,closed,high,2026-01-26
1621,7,2025-09-18,open,low,
1622,86,2025-12-01,solved,low,2025-12-11
1623,60,2025-12-28,open,medium,
1624,111,2025-12-20,open,low,
1625,20,2025-10-28,solved,low,2025-11-10
1626,98,2026-02-26,solved,high,2026-03-01
1627,25,2025-11-24,solved,medium,2025-12-01
1628,93,2025-12-24,solved,medium,2025-12-29
1629,103,2025-11-05,solved,urgent,2025-11-05
1630,80,2025-12-24,solved,low,2026-01-03
1631,13,2025-12-17,solved,low,2025-12-24
1632,51,2026-03-10,open,medium,
1633,3,2025-12-06,closed,medium,2025-12-13
1634,35,2026-01-24,open,low,
1635,76,2025-09-22,closed,low,2025-09-29
1636,42,2026-03-12,open,low,
1637,45,2026-01-13,solved,medium,2026-01-21
1638,15,2025-12-04,solved,high,2025-12-07
1639,59,2025-10-03,closed,low,2025-10-13
1640,27,2026-01-23,solved,low,2026-02-01
1641,17,2025-12-16,solved,high,2025-12-18
1642,98,2025-12-31,open,urgent,
1643,120,2025-10-09,open,low,
1644,30,2026-01-04,solved,low,2026-01-14
1645,114,2025-11-21,solved,low,2025-12-02
1646,64,2025-09-28,solved,low,2025-10-03
1647,98,2026-01-09,open,low,
1648,108,2026-03-12,open,low,
1649,106,2026-02-13,solved,urgent,2026-02-15
1650,8,2026-02-04,solved,low,2026-02-12
1651,1,2025-12-07,solved,low,2025-12-20
1652,94,2025-12-20,closed,medium,2025-12-29
1653,105,2025-12-29,solved,medium,2026-01-09
1654,17,2026-02-14,closed,low,2026-02-26
1655,78,2025-12-21,closed,low,2025-12-30
1656,54,2026-02-13,solved,high,2026-02-19
1657,103,2025-11-27,solved,medium,2025-12-02
1658,64,2025-10-22,pending,high,
1659,112,2026-01-11,solved,high,2026-01-14
1660,90,2026-01-16,pending,low,
1661,17,2025-12-01,closed,medium,2025-12-10
1662,49,2026-02-14,solved,medium,2026-02-20
1663,4,2026-01-01,solved,medium,2026-01-09
1664,55,2026-02-28,closed,medium,2026-03-02
1665,70,2025-09-28,pending,low,
1666,64,2025-10-18,solved,low,2025-10-29
1667,103,2025-12-04,solved,high,2025-12-09
1668,50,2026-03-01,closed,high,2026-03-07
1669,36,2026-02-06,solved,low,2026-02-12
1670,54,2026-03-08,open,low,
1671,109,2025-11-12,closed,urgent,2025-11-12
1672,82,2025-12-24,closed,medium,2025-12-28
1673,84,2026-01-05,solved,medium,2026-01-11
1674,18,2025-10-24,closed,low,2025-11-03
1675,26,2025-10-13,open,low,
1676,33,2026-03-07,open,medium,
1677,42,2026-03-03,solved,medium,2026-03-12
1678,81,2026-01-11,solved,medium,2026-01-20
1679,87,2025-09-30,solved,medium,2025-10-10
1680,50,2025-10-12,closed,medium,2025-10-20
1681,114,2026-01-31,solved,high,2026-02-06
1682,81,2026-01-25,solved,low,2026-02-05
1683,23,2026-02-28,open,low,
1684,103,2026-02-25,closed,high,2026-03-04
1685,64,2026-02-18,closed,medium,2026-02-22
1686,60,2026-03-11,pending,low,
1687,35,2026-03-01,open,medium,
1688,87,2026-02-21,solved,low,2026-03-02
1689,1,2025-12-13,solved,medium,2025-12-19
1690,25,2025-09-16,closed,medium,2025-09-24
1691,19,2026-02-21,pending,medium,
1692,67,2026-02-20,solved,medium,2026-02-22
1693,28,2025-12-15,open,medium,
1694,98,2025-10-23,closed,low,2025-11-04
1695,10,2025-11-24,open,medium,
1696,65,2025-10-09,open,low,
1697,92,2026-02-08,open,low,
1698,84,2025-11-23,solved,low,2025-11-28
1699,16,2026-01-10,closed,low,2026-01-16
1700,58,2025-12-13,pending,high,
1701,44,2025-11-30,open,medium,
1702,114,2025-12-02,solved,medium,2025-12-10
1703,34,2026-01-22,closed,low,2026-02-01
1704,13,2026-02-06,closed,low,2026-02-17
1705,86,2026-01-02,closed,low,2026-01-13
1706,86,2025-10-03,solved,urgent,2025-10-06
1707,57,2026-01-22,solved,high,2026-01-28
1708,100,2026-01-01,closed,high,2026-01-04
1709,59,2025-12-18,solved,low,2025-12-28
1710,73,2025-10-26,closed,low,2025-11-04
1711,80,2026-01-27,closed,low,2026-02-03
1712,65,2026-02-01,solved,low,2026-02-11
1713,61,2025-12-04,solved,low,2025-12-17
1714,55,2026-02-21,solved,low,2026-03-03
1715,90,2026-01-19,solved,medium,2026-01-28
1716,24,2025-10-27,closed,low,2025-11-04
1717,11,2025-10-28,closed,high,2025-10-28
1718,78,2026-03-11,pending,medium,
1719,103,2025-09-26,closed,medium,2025-09-30
1720,75,2026-01-16,closed,low,2026-01-26
1721,88,2025-09-22,solved,low,2025-09-28
1722,19,2026-02-19,solved,medium,2026-02-26
1723,81,2026-01-29,closed,urgent,2026-01-29
1724,99,2026-02-20,solved,medium,2026-03-03
1725,64,2025-11-25,open,urgent,
1726,7,2025-10-06,solved,low,2025-10-16
1727,7,2025-11-23,pending,low,
1728,79,2025-10-17,closed,medium,2025-10-24
1729,114,2025-10-03,pending,low,
1730,72,2025-10-03,closed,high,2025-10-08
1731,104,2026-03-11,open,low,
1732,83,2026-01-04,closed,low,2026-01-13
1733,5,2025-11-20,solved,urgent,2025-11-20
1734,34,2026-01-20,solved,medium,2026-01-29
1735,118,2026-03-07,open,high,
1736,41,2025-12-18,solved,high,2025-12-19
1737,44,2025-12-06,solved,low,2025-12-17
1738,37,2026-01-06,solved,medium,2026-01-14
1739,75,2026-01-16,open,medium,
1740,120,2025-12-05,closed,low,2025-12-17
1741,6,2025-11-12,closed,low,2025-11-18
1742,63,2025-12-06,solved,low,2025-12-13
1743,55,2026-02-12,solved,low,2026-02-24
1744,110,2026-02-11,closed,low,2026-02-20
1745,22,2025-12-05,solved,low,2025-12-14
1746,96,2026-02-15,pending,high,
1747,27,2026-03-11,pending,medium,
1748,8,2026-01-28,solved,medium,2026-02-01
1749,7,2026-03-07,open,high,
1750,103,2025-12-30,open,medium,
1751,37,2026-01-13,open,high,
1752,60,2026-02-28,closed,medium,2026-03-08
1753,14,2026-02-13,closed,low,2026-02-21
1754,16,2025-12-09,closed,urgent,2025-12-15
1755,51,2025-11-13,pending,medium,
1756,104,2025-10-04,pending,high,
1757,24,2025-11-29,solved,high,2025-12-05
1758,19,2026-02-14,solved,low,2026-02-22
1759,76,2026-03-11,pending,medium,
1760,1,2026-03-05,open,low,
1761,41,2025-10-05,closed,low,2025-10-14
1762,78,2026-02-09,open,low,
1763,42,2026-03-10,pending,urgent,
1764,102,2025-11-22,open,low,
1765,68,2025-11-06,solved,high,2025-11-09
1766,83,2026-01-13,solved,low,2026-01-22
1767,103,2025-12-09,closed,low,2025-12-19
1768,94,2025-10-24,open,low,
1769,54,2026-02-22,open,medium,
1770,99,2025-12-26,open,medium,
1771,24,2026-02-21,pending,medium,
1772,59,2025-10-01,closed,medium,2025-10-09
1773,60,2025-10-16,pending,high,
1774,118,2026-02-07,solved,high,2026-02-11
1775,92,2025-09-30,solved,low,2025-10-09
1776,11,2025-10-10,solved,low,2025-10-18
1777,106,2025-12-02,pending,low,
1778,117,2026-01-27,closed,high,2026-01-31
1779,7,2025-10-05,solved,high,2025-10-10
1780,94,2025-11-26,closed,low,2025-12-06
1781,16,2026-01-15,closed,high,2026-01-21
1782,38,2026-02-13,closed,low,2026-02-22
1783,17,2025-10-07,closed,high,2025-10-11
1784,40,2026-02-04,closed,high,2026-02-06
1785,102,2025-10-09,solved,high,2025-10-12
1786,86,2025-11-07,closed,high,2025-11-10
1787,58,2026-01-03,closed,low,2026-01-18
1788,57,2026-01-05,solved,high,2026-01-08
1789,16,2025-09-23,pending,low,
1790,86,2025-10-15,closed,medium,2025-10-24
1791,19,2026-02-24,solved,low,2026-03-08
1792,54,2026-02-19,solved,low,2026-02-27
1793,26,2026-03-10,open,medium,
1794,106,2026-02-21,pending,high,
1795,33,2026-01-15,open,high,
1796,57,2025-09-13,solved,medium,2025-09-21
1797,97,2025-12-31,closed,low,2026-01-08
1798,56,2025-12-12,solved,medium,2025-12-19
1799,64,2025-12-26,open,urgent,
1800,61,2025-11-18,closed,high,2025-11-21
1801,21,2025-11-07,solved,medium,2025-11-12
1802,12,2025-10-23,open,high,
1803,38,2026-02-12,pending,low,
1804,46,2025-12-21,solved,high,2025-12-23
1805,112,2025-10-25,open,medium,
1806,114,2025-09-13,closed,medium,2025-09-21
1807,77,2026-02-19,closed,medium,2026-02-27
1808,22,2025-10-25,solved,low,2025-10-30
1809,91,2026-03-12,pending,low,
1810,67,2026-02-08,solved,medium,2026-02-16
1811,16,2025-09-20,solved,low,2025-09-30
1812,49,2026-01-29,solved,medium,2026-02-05
1813,39,2026-03-02,solved,medium,2026-03-10
1814,80,2026-01-08,closed,urgent,2026-01-08
1815,71,2026-02-07,pending,high,
1816,74,2025-10-12,solved,urgent,2025-10-16
1817,19,2025-10-07,solved,high,2025-10-10
1818,114,2025-11-14,closed,medium,2025-11-21
1819,92,2026-01-09,pending,low,
1820,35,2026-02-22,solved,low,2026-03-01
1821,43,2026-01-29,solved,high,2026-01-30
1822,58,2025-09-19,solved,low,2025-09-27
1823,62,2025-12-23,solved,medium,2025-12-24
1824,2,2026-01-07,closed,high,2026-01-09
1825,76,2025-11-07,solved,medium,2025-11-12
1826,101,2025-11-10,solved,medium,2025-11-18
1827,23,2026-02-27,solved,medium,2026-03-05
1828,45,2025-10-01,solved,medium,2025-10-09
1829,115,2026-03-06,pending,low,
1830,74,2026-02-19,solved,high,2026-02-24
1831,17,2025-11-25,solved,low,2025-12-06
1832,24,2025-12-24,solved,medium,2026-01-02
1833,102,2025-12-28,solved,low,2026-01-08
1834,99,2025-12-29,open,low,
1835,108,2025-11-27,solved,high,2025-11-30
1836,72,2026-01-14,closed,low,2026-01-22
1837,94,2025-10-21,solved,low,2025-10-28
1838,71,2025-10-13,solved,high,2025-10-17
1839,97,2026-01-29,closed,low,2026-02-04
1840,74,2026-01-24,solved,medium,2026-01-29
1841,93,2026-02-01,solved,low,2026-02-09
1842,43,2025-11-24,closed,medium,2025-11-29
1843,85,2025-10-16,closed,urgent,2025-10-18
1844,105,2025-12-20,open,medium,
1845,61,2025-09-24,closed,high,2025-09-28
1846,116,2026-02-13,solved,medium,2026-02-20
1847,58,2025-11-19,closed,high,2025-11-24
1848,24,2026-01-22,closed,medium,2026-01-25
1849,6,2026-01-21,closed,medium,2026-01-26
1850,74,2026-01-07,closed,high,2026-01-11
1851,43,2025-10-07,solved,low,2025-10-16
1852,34,2025-12-23,open,low,
1853,54,2025-11-05,solved,low,2025-11-15
1854,83,2026-03-01,solved,medium,2026-03-05
1855,39,2025-10-16,closed,low,2025-10-25
1856,34,2026-01-22,closed,low,2026-01-30
1857,43,2026-01-31,solved,urgent,2026-01-31
1858,38,2025-10-06,solved,medium,2025-10-14
1859,73,2026-01-24,solved,low,2026-02-04
1860,9,2026-01-16,solved,low,2026-01-23
1861,51,2025-11-25,closed,low,2025-12-03
1862,43,2026-01-03,solved,medium,2026-01-10
1863,64,2025-12-07,pending,low,
1864,1,2025-10-25,closed,medium,2025-10-29
1865,36,2026-03-03,solved,medium,2026-03-12
1866,40,2026-02-05,solved,medium,2026-02-09
1867,13,2025-12-17,solved,low,2025-12-28
1868,20,2025-11-10,solved,medium,2025-11-18
1869,51,2025-11-26,solved,low,2025-12-07
1870,106,2025-10-31,closed,medium,2025-11-07
1871,81,2026-01-25,solved,high,2026-01-27
1872,29,2026-01-21,solved,medium,2026-01-24
1873,93,2025-11-02,solved,low,2025-11-13
1874,75,2025-09-18,closed,medium,2025-09-26
1875,47,2025-11-01,solved,low,2025-11-06
1876,31,2025-10-18,pending,medium,
1877,42,2026-02-25,pending,medium,
1878,89,2026-02-10,closed,medium,2026-02-17
1879,116,2026-02-16,solved,medium,2026-02-20
1880,117,2025-11-16,closed,medium,2025-11-23
1881,120,2025-12-18,solved,high,2025-12-23
1882,73,2025-10-08,closed,low,2025-10-16
1883,97,2025-11-16,closed,medium,2025-11-22
1884,55,2026-02-13,solved,medium,2026-02-19
1885,40,2026-01-22,open,low,
1886,71,2026-01-15,solved,high,2026-01-19
1887,89,2026-02-19,pending,low,
1888,62,2025-12-01,solved,low,2025-12-13
1889,24,2026-01-09,open,medium,
1890,35,2026-01-08,open,low,
1891,20,2026-02-23,closed,high,2026-02-27
1892,94,2025-12-18,pending,medium,
1893,120,2026-02-05,solved,low,2026-02-16
1894,45,2025-09-14,open,low,
1895,70,2025-12-29,pending,medium,
1896,47,2025-09-22,solved,medium,2025-09-27
